,Latitude,Longitude,Name,X,Y
0,1.2968482549,103.852535916,1012,30138.7199,31024.4179
1,1.29770970582,103.853224747,1013,30215.3799,31119.6733
2,1.29698951201,103.853022011,1019,30192.8179,31040.0378
3,1.29667298482,103.854414224,1029,30347.7592,31005.0391
4,1.29820784171,103.855491399,1039,30467.6377,31174.7567
5,1.30075679542,103.856110404,1059,30536.525,31456.6075
6,1.30358577577,103.85650373,1109,30580.2957,31769.422
7,1.30015494398,103.855233229,1112,30438.9038,31390.057
8,1.30117297499,103.85611401,1113,30536.9259,31502.6265
9,1.29960410898,103.855129341,1119,30427.3426,31329.1484
10,1.30393809696,103.858679992,1121,30822.4935,31808.3822
11,1.30350269184,103.858645307,1129,30818.6338,31760.2373
12,1.30033057846,103.857160807,1139,30653.4258,31409.4797
13,1.305518035,103.860544952,1211,31030.0446,31983.0858
14,1.30526598575,103.860720199,1219,31049.5483,31955.2157
15,1.30337552619,103.859630892,1229,30928.3206,31746.1771
16,1.30325000007,103.861083056,1231,31089.9334,31732.2988
17,1.30291236581,103.861618176,1239,31149.4878,31694.9656
18,1.30709164621,103.862196952,1311,31213.895,32157.0897
19,1.30757426691,103.863255961,1319,31331.7523,32210.4568
20,1.30495670196,103.863630285,1329,31373.4145,31921.0204
21,1.30774601699,103.864262747,1339,31443.7979,32229.4494
22,1.30647555597,103.864525278,1341,31473.017,32088.9687
23,1.30568635693,103.865439944,1349,31574.812,32001.7044
24,1.30211332878,103.862955981,1411,31298.3744,31606.6139
25,1.30202000012,103.863263333,1419,31332.58,31596.2945
26,1.30338444368,103.864838889,1421,31507.9232,31747.1698
27,1.30321360877,103.865015848,1429,31527.6174,31728.28
28,1.29919826131,103.858645183,1511,30818.6248,31284.2755
29,1.29907492499,103.858910297,1519,30848.1298,31270.6379
30,1.30088304449,103.860660982,1521,31042.9632,31470.5725
31,1.30041667685,103.860441152,1529,31018.4987,31419.0037
32,1.29886465393,103.857345837,1541,30674.0195,31247.3855
33,1.30069868833,103.858731205,1549,30828.1966,31450.1851
34,1.30168731102,103.857529239,1559,30694.4276,31559.5006
35,1.29529638586,103.855390399,1611,30456.4002,30852.8228
36,1.29428694149,103.855038094,1619,30417.1927,30741.2033
37,1.29695888901,103.856556111,1621,30586.132,31036.655
38,1.29695972177,103.856865277,1629,30620.5395,31036.7474
39,1.29693614563,103.855805555,1631,30502.6018,31034.1394
40,1.29738749984,103.855575833,1639,30477.0353,31084.0476
41,1.28879015164,103.852933181,2029,30182.9388,30133.3947
42,1.29452091282,103.854021555,2049,30304.0605,30767.0737
43,1.28950305574,103.859033889,2051,30861.8952,30212.23
44,1.28996388933,103.856403888,2061,30569.198,30263.1838
45,1.29152694458,103.859206111,2089,30881.0597,30436.0214
46,1.2910166166,103.862557722,2099,31254.0659,30379.596
47,1.28939197643,103.861802928,2101,31170.0658,30199.9507
48,1.29095592335,103.854534195,2111,30361.1161,30372.876
49,1.2918440732,103.855343344,2119,30451.1666,30471.0838
50,1.29576571621,103.859338146,2141,30895.7493,30904.7231
51,1.29560459776,103.85955533,2149,30919.9202,30886.9077
52,1.293177763,103.85784623,2151,30729.7149,30618.5589
53,1.29360811212,103.858406728,2159,30792.093,30666.1453
54,1.29268553514,103.860931562,2161,31073.0862,30564.1344
55,1.29333836773,103.86070849,2169,31048.2595,30636.321
56,1.2906999997,103.860921945,2171,31072.0183,30344.5841
57,1.28947444371,103.850981667,2181,29965.7514,30209.0586
58,1.28559758868,103.853335977,3011,30227.7694,29780.3779
59,1.28424499977,103.853108056,3019,30202.4049,29630.8154
60,1.2825552462,103.849989038,3021,29855.2852,29443.9687
61,1.28207492221,103.850860749,3031,29952.2998,29390.8576
62,1.28179509351,103.848932074,3041,29737.6543,29359.9142
63,1.28097649523,103.851356526,3059,30007.4766,29269.3996
64,1.27992132442,103.849380316,3071,29787.5413,29152.7228
65,1.2778259539,103.848101172,3111,29645.1842,28921.0267
66,1.2780700358,103.849567181,3129,29808.3391,28948.017
67,1.27892124576,103.847762346,3151,29607.4749,29042.1382
68,1.27327487823,103.846644676,3211,29483.0905,28417.7914
69,1.27552218912,103.847944368,3217,29627.7346,28666.2882
70,1.27407888913,103.846873889,3218,29508.5996,28506.6949
71,1.27323500029,103.847316,3219,29557.8036,28413.3823
72,1.27397836962,103.84489563,3222,29288.4349,28495.5789
73,1.27570339552,103.846324682,3223,29447.4763,28686.3241
74,1.2729068918,103.846706692,3239,29489.9926,28377.1014
75,1.27663307243,103.86076808,3331,31054.9112,28789.1356
76,1.2749851638,103.859500162,3339,30913.8038,28606.9169
77,1.27959779996,103.864337684,3341,31452.1758,29116.9644
78,1.27965600582,103.86477808,3349,31501.1882,29123.4011
79,1.27954305608,103.869611944,3361,32039.1585,29110.9188
80,1.27960772074,103.869874477,3369,32068.3762,29118.0695
81,1.28066479325,103.866269555,3371,31667.1759,29234.9497
82,1.2816260128,103.853065137,3381,30197.6306,29341.2213
83,1.2803766036,103.854980068,3391,30410.7479,29203.0698
84,1.27159299848,103.863009005,3411,31304.3147,28231.833
85,1.27127698482,103.862976932,3419,31300.7456,28196.8898
86,1.2669409033,103.859647781,3421,30930.2417,27717.4243
87,1.2850046763,103.860611054,3501,31037.4255,29714.8242
88,1.28315000011,103.860043889,3509,30974.3069,29509.743
89,1.28194779467,103.858970649,3511,30854.8655,29376.8081
90,1.28124499952,103.858848,3519,30841.2164,29299.0965
91,1.27939957439,103.8527877,3529,30166.7559,29095.033
92,1.27753305516,103.8556161,3539,30481.5358,28888.6455
93,1.29807216953,103.849756073,4019,29829.347,31159.7499
94,1.29948166655,103.850926667,4029,29959.6226,31315.6057
95,1.29400203095,103.851289839,4111,30000.0448,30709.6961
96,1.29618544054,103.849580299,4121,29809.7863,30951.125
97,1.29309826416,103.849659945,4142,29818.6524,30609.761
98,1.29411640803,103.850206069,4143,29879.4305,30722.3425
99,1.2927613238,103.849837413,4149,29838.4033,30572.504
100,1.29533777792,103.851139722,4151,29983.337,30857.396
101,1.29489484939,103.851081386,4159,29976.8451,30808.4192
102,1.29250006524,103.851453154,4167,30018.2215,30543.6166
103,1.2920822148,103.851259947,4168,29996.7195,30497.4127
104,1.29647916349,103.851471645,4179,30020.2762,30983.6048
105,1.29780475614,103.84975,4189,29828.6713,31130.1807
106,1.29043611138,103.847124444,4211,29536.4747,30315.3922
107,1.29096802761,103.846867779,4219,29507.9097,30374.2086
108,1.28898962159,103.847089764,4222,29532.6159,30155.4468
109,1.29084476108,103.84857901,4223,29698.3552,30360.5795
110,1.29044830819,103.848751236,4229,29717.5227,30316.7419
111,1.28882717915,103.847493811,4239,29577.5831,30137.485
112,1.29043039391,103.850262165,4249,29885.6762,30314.7621
113,1.28973833304,103.848884722,4251,29732.379,30238.2366
114,1.29464575343,103.843921423,4311,29180.0039,30780.871
115,1.29214000802,103.843036462,4321,29081.5165,30503.7982
116,1.29197057159,103.84328385,4329,29109.0487,30485.0629
117,1.29183939407,103.845040893,4331,29304.5926,30470.5588
118,1.29221099956,103.845005,4339,29300.5978,30511.649
119,1.28592554129,103.849236429,5009,29771.5237,29816.638
120,1.2815458329,103.840877222,5012,28841.2152,29332.3482
121,1.28406979968,103.842998743,5013,29077.3221,29611.4362
122,1.28118388836,103.84105,5019,28860.4441,29292.3263
123,1.28571089893,103.844372034,5022,29230.1572,29792.9011
124,1.28692928354,103.845403756,5023,29344.9787,29927.6243
125,1.28724656521,103.848333438,5029,29671.0274,29962.7094
126,1.28293819127,103.842542768,5039,29026.5763,29486.3086
127,1.28531114716,103.844550707,5049,29250.0422,29748.6987
128,1.28676420091,103.845750365,5059,29383.5534,29909.3705
129,1.28027629972,103.840297915,5069,28776.7434,29191.9696
130,1.28601166686,103.846346667,5129,29449.9172,29826.1595
131,1.2839851315,103.845273873,5131,29330.5253,29602.0751
132,1.28209139588,103.845280614,5189,29331.2765,29392.6756
133,1.28447078749,103.846670793,5199,29485.9906,29655.7772
134,1.27836884899,103.841346503,5239,28893.4434,28981.0539
135,1.28079364572,103.842201123,5241,28988.5549,29249.1757
136,1.27915717364,103.84200087,5259,28966.2689,29068.223
137,1.28112262013,103.844724249,5269,29269.3581,29285.5531
138,1.27975329522,103.843822124,5271,29168.9596,29134.1398
139,1.28449667285,103.849086859,5319,29754.8787,29658.641
140,1.2751916569,103.843091904,5411,29087.6939,28629.7371
141,1.27470669444,103.843186838,5419,29098.2595,28576.1125
142,1.27777470535,103.843463472,5421,29129.0454,28915.3574
143,1.27769413089,103.843706544,5429,29156.0973,28906.448
144,1.27553472183,103.841126944,5519,28869.0092,28667.6707
145,1.27676861092,103.840592222,5521,28809.4985,28804.1076
146,1.27329192035,103.841929093,5629,28958.2829,28419.6736
147,1.27346055939,103.840347182,5631,28782.2285,28438.3203
148,1.2727239311,103.841406188,5641,28900.0878,28356.8681
149,1.27238421234,103.840939122,5649,28848.1072,28319.3036
150,1.27324242135,103.843050853,5651,29083.126,28414.2007
151,1.28166000048,103.838013889,6011,28522.5496,29344.9715
152,1.28168237118,103.838756424,6029,28605.1877,29347.4453
153,1.28607055586,103.838791667,6031,28609.1089,29832.6681
154,1.28705997887,103.839625556,6039,28701.9135,29942.0736
155,1.28474856859,103.83517705,6049,28206.8324,29686.489
156,1.2847598095,103.834056717,6051,28082.1486,29687.7319
157,1.28623157706,103.834961625,6069,28182.8572,29850.4724
158,1.28685859455,103.833600282,6071,28031.3512,29919.8047
159,1.28837086449,103.833498818,6081,28020.059,30087.0237
160,1.29078162067,103.834409167,6129,28121.3731,30353.5927
161,1.2915247219,103.8322275,6131,27878.5723,30435.761
162,1.28963300964,103.833812419,6141,28054.9602,30226.5852
163,1.2898404573,103.834115267,6149,28088.6645,30249.5237
164,1.28870976839,103.83737277,6151,28451.197,30124.4983
165,1.2890938538,103.836879404,6159,28396.2895,30166.9684
166,1.28901705713,103.839942861,6161,28737.2263,30158.4773
167,1.28937078938,103.839989449,6169,28742.4111,30197.5912
168,1.28607730006,103.842447886,6171,29016.0155,29833.415
169,1.28779136496,103.843294281,6189,29110.2114,30022.9478
170,1.30099699065,103.849810188,7011,29835.3674,31483.1616
171,1.30324521602,103.849957768,7021,29851.7901,31731.7589
172,1.30572083261,103.851205833,7031,29990.6864,32005.5008
173,1.30879366449,103.853175199,7111,30209.8561,32345.2804
174,1.31313747781,103.856356144,7211,30563.8611,32825.6
175,1.31503278624,103.857882704,7221,30733.7506,33035.1751
176,1.3096482071,103.857353913,7231,30674.907,32439.7754
177,1.31557142075,103.859006167,7241,30858.7806,33094.7358
178,1.31538504448,103.859467697,7249,30910.1446,33074.1278
179,1.31038833294,103.858706667,7319,30825.4549,32521.6162
180,1.31284472593,103.859890883,7329,30957.2441,32793.2329
181,1.30824994529,103.858909607,7331,30848.0427,32285.1645
182,1.31351833302,103.860545278,7351,31030.0713,32867.7177
183,1.31358973169,103.860793041,7359,31057.6448,32875.6129
184,1.3116763605,103.861894837,7361,31180.2666,32664.0435
185,1.31140805615,103.862378889,7369,31234.1374,32634.3764
186,1.30950749977,103.863501389,7371,31359.0635,32424.2241
187,1.31017336769,103.863382255,7379,31345.8042,32497.8522
188,1.30653024112,103.856163025,7419,30542.3754,32095.0055
189,1.29734199992,103.849041,7509,29749.7662,31079.011
190,1.30138184817,103.852525647,7517,30137.5732,31525.7193
191,1.30097494001,103.852179863,7518,30099.0909,31480.7252
192,1.30431906248,103.855015643,7529,30414.6845,31850.5036
193,1.30365644358,103.852573233,7531,30142.8672,31777.2324
194,1.30461300714,103.852000972,7539,30079.179,31883.0038
195,1.30171975805,103.854613227,7551,30369.9017,31563.0855
196,1.29945446483,103.852679839,7561,30154.735,31312.5993
197,1.2994953133,103.853013954,7569,30191.919,31317.1164
198,1.30063444615,103.851140093,7571,29983.3742,31443.0743
199,1.30320609819,103.8555,7589,30468.5901,31727.4382
200,1.29706985035,103.843610286,8011,29145.376,31048.915
201,1.29624633745,103.844070092,8019,29196.5487,30957.8554
202,1.29831153776,103.845256959,8031,29328.6355,31186.2152
203,1.29811014223,103.847806369,8041,29612.3623,31163.9474
204,1.29930997261,103.845290215,8057,29332.336,31296.617
205,1.29895834299,103.846541152,8058,29471.5544,31257.7363
206,1.29821382274,103.849361284,8069,29785.4104,31175.4129
207,1.29921444431,103.849103292,8079,29756.6975,31286.0563
208,1.29986928675,103.840937461,8111,28847.9132,31358.4612
209,1.3002756931,103.838776185,8121,28607.3825,31403.3989
210,1.30073968429,103.841005008,8137,28855.4303,31454.7053
211,1.30047857338,103.841847006,8138,28949.1372,31425.8333
212,1.30211335089,103.834316723,9011,28111.0844,31606.597
213,1.30252834763,103.832397843,9022,27897.5304,31652.4852
214,1.30323727291,103.8325418,9023,27913.5516,31730.8745
215,1.30234004189,103.837012534,9037,28411.1036,31631.6636
216,1.3015426246,103.838524819,9038,28579.4074,31543.4896
217,1.30446065245,103.832944672,9047,27958.3876,31866.1495
218,1.30386684463,103.834130701,9048,28090.3817,31800.4893
